centre_number,name,address,district,state,pincode,pincode_source,programmes,school_type,registered_on,website,source_url,captured_on
IA643,Delhi Public Primary School,"A-21 1st Extension, Kamla Nehru Nagar, Jodhpur, Rajasthan",JODHPUR,RAJASTHAN,,,Primary / Lower Secondary,Day school,2020-07-15,http://www.dpsjodhpur.co.in/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-primary-school/,2026-08-25
IA644,"OES International School, Vashi","Plot No, 149, Juhu Gaon Khadi Rd, Juhu Nagar, Sector 12, Vashi, Navi Mumbai, Maharashtra 400703",THANE,MAHARASHTRA,400703,board,Primary / Lower Secondary / Upper Secondary,Day school,2020-07-22,http://oesis.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/oes-international-school-vashi/,2026-08-25
IA645,Valistus International School,"C/O Chalasani Education Trust, Sy 96/2 , Seegehalli, Bengaluru East, Bidarahalli Hobli,Whitefield Hoskote Main Road, Kannamangala Post,Bengaluru, Karnataka 560067,India",BENGALURU RURAL,KARNATAKA,560067,board,Primary / Lower Secondary / Upper Secondary,,2021-02-25,http://www.valistus.in/,https://connectedtot.com/find-a-cambridge-school/Details/valistus-international-school/,2026-08-25
IA647,Ivy World School,"Hoshiarpur Road, Rama Mandi, Jalandhar - 144007",JALANDHAR,PUNJAB,144007,board,Primary,Day school,2020-07-21,https://ivyworldschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/ivy-world-school/,2026-08-25
IA648,Yellow Train School,"Mudalipalayam, Arasur, Tamil Nadu, 641407",COIMBATORE,TAMIL NADU,641407,board,Upper Secondary / Advanced,Day school,2023-06-02,http://www.yellowtrainschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/yellow-train-school/,2026-08-25
IA651,Teoler Unbounded,"Teoler Unbounded, Sukhija Vihar, Maharana Pratap Marg, Near Rangoli Gardens, Jaipur - 302041",JAIPUR,RAJASTHAN,302041,board,Primary / Lower Secondary / Upper Secondary,Day school,2021-05-11,http://unbounded.teoler.com/,https://connectedtot.com/find-a-cambridge-school/Details/teoler-unbounded/,2026-08-25
IA652,Learners International School,"48 B Knowledge Park III, Greater Noida, Gautam Budh Nagar,Uttar Pradesh",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,same_school_other_board,Lower Secondary / Upper Secondary,,2021-06-01,https://learners-international.com/,https://connectedtot.com/find-a-cambridge-school/Details/learners-international-school/,2026-08-25
IA654,Aachi Global School Anna Nagar,"No.53A, Church Street, Thangam Colony, Anna Nagar West, Chennai 600040",CHENNAI,TAMIL NADU,600040,board,Early Years / Primary,Day school,2020-07-20,http://www.aachiglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/aachi-global-school-anna-nagar/,2026-08-25
IA656,VIP's International School,,HYDERABAD,TELANGANA,,,,,2024-06-21,,https://connectedtot.com/find-a-cambridge-school/Details/vips-international-school-1/,2026-08-25
IA658,"The Hyderabad Public School, Begumpet","Begumpet S.P.Road, Hyderabad, Telangana, India",HYDERABAD,TELANGANA,500016,same_school_other_board,Lower Secondary / Upper Secondary,Day school,2021-02-08,https://hpsbegumpet.org.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-hyderabad-public-school-begumpet/,2026-08-25
IA659,Prometheus School,"I-7, Jaypee Wishtown, Sector 131, Noida 201304",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201304,board,Upper Secondary / Advanced,Day school,2020-07-28,https://prometheusschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/prometheus-school/,2026-08-25
IA660,Doon International School,"Doon International School, Verka Bypass, Amritsar, 143001",AMRITSAR,PUNJAB,143001,board,Primary,Day school,2024-11-13,https://doonamritsar.com/,https://connectedtot.com/find-a-cambridge-school/Details/doon-international-school-1/,2026-08-25
IA662,AIMEE International School,"24-7-4/1, Ward No 24, Opp Varunika Paradise Apts, Prathuru, Mangalagiri Tadepalli Mun Corporation 522501",GUNTUR,ANDHRA PRADESH,522501,board,Primary / Lower Secondary,Day school,2021-07-19,http://schoolaimee.in/,https://connectedtot.com/find-a-cambridge-school/Details/aimee-international-school/,2026-08-25
IA663,"Velammal Global School, Mambakkam","Unit of Learnvel Pvt Ltd, Medavakkam, Mambakkam Main Road, Polachery, Mambakkam Chennai - 600127, Tamil Nadu, India",CHENGALPATTU,TAMIL NADU,600127,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,,2021-04-14,http://www.velammalglobal.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/velammal-global-school-mambakkam/,2026-08-25
IA664,Vidya Niketan School,"No. 30 Kempapura,Hebbal,Bangalore 560024,Karnataka,India",BENGALURU URBAN,KARNATAKA,560024,board,Lower Secondary / Upper Secondary,,2021-02-10,,https://connectedtot.com/find-a-cambridge-school/Details/vidya-niketan-school/,2026-08-25
IA668,Alma Mater School,"Khasra No. 103/5, 103/6, 103/7, 103/9, 103/10, Village Boranada, Tehsil - Luni, Jodhpur, Rajasthan, India",JODHPUR,RAJASTHAN,342012,india_post_directory,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2021-03-16,http://www.almamater.education/,https://connectedtot.com/find-a-cambridge-school/Details/alma-mater-school/,2026-08-25
IA670,The Bharath Academy,"Blueberry Hills, Yeyyady Road, Mangalore 575008, Karnataka, India",DAKSHINA KANNADA,KARNATAKA,575008,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2021-10-08,https://thebharathacademy.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-bharath-academy/,2026-08-25
IA673,The Creator International School,"Near DurgaShakti Foods Pvt. Ltd., Sajanpuri, KHAMGAON , District Buldhana, Maharashtra, India 444303",BULDHANA,MAHARASHTRA,444303,board,Lower Secondary / Upper Secondary / Advanced,Day school,2021-05-06,http://www.the-creator.net/,https://connectedtot.com/find-a-cambridge-school/Details/the-creator-international-school/,2026-08-25
IA681,The Origami Concept School,"Pnp Educational Trust,283A Avinashi Road Anna Nagar,Peelamedu, Coimbatore 641004,Tamil Nadu,India",COIMBATORE,TAMIL NADU,641004,board,Early Years / Primary / Lower Secondary,,2022-04-05,http://www.origamischool.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-origami-concept-school/,2026-08-25
IA683,Lil Pallikkoodam,"774, Avinashi Road, Next to Audi Car Showroom, Coimbatore - 641018",COIMBATORE,TAMIL NADU,641018,board,Early Years,Day school,2021-05-19,http://www.lilpallikkoodam.com/,https://connectedtot.com/find-a-cambridge-school/Details/lil-pallikkoodam/,2026-08-25
IA684,Caledonian International School,"Defence Road, Mamun, Pathankot 145001",PATHANKOT,PUNJAB,145001,board,Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2023-03-31,http://www.caledonianinternational.com/,https://connectedtot.com/find-a-cambridge-school/Details/caledonian-international-school/,2026-08-25
IA685,Eva World School,"Next To Tmc Bio-Diversity Park, Behind Hypercity Mall, Anand Nagar, Kasarvadavali,Ghodbunder Road, Thane West,Maharashtra 400615,India",THANE,MAHARASHTRA,400615,board,Lower Secondary / Upper Secondary,,2021-09-21,,https://connectedtot.com/find-a-cambridge-school/Details/eva-world-school/,2026-08-25
IA687,"Delhi Public School, Bhopal","Near Neelbad Crossing, Bhadbhada Road, Bhopal - 462044, Madhya Pradesh, India",BHOPAL,MADHYA PRADESH,462044,board,Early Years,,2021-10-20,https://dpsbhopal.org/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-bhopal/,2026-08-25
IA688,Anan International School,"14/283/1 Sitra Road,Kalapatti,Coimbatore 641048,Tamil Nadu,India",COIMBATORE,TAMIL NADU,641048,board,Primary,Day school,2021-12-03,https://aisigcse.com/,https://connectedtot.com/find-a-cambridge-school/Details/anan-international-school/,2026-08-25
IA689,Surya The Global School,"Survey No 308 & 307,Kousalya Marg Colony,Miyapur Road, Bachupally,Telangana 500090,India",MEDCHAL MALKAJGIRI,TELANGANA,500090,board,Primary / Lower Secondary,,2022-03-16,,https://connectedtot.com/find-a-cambridge-school/Details/surya-the-global-school/,2026-08-25
IA691,Basil Woods International School,"159/2, Gunjur - Mugalur Rd, Halasahalli, Bengaluru, Karnataka 560087",BENGALURU RURAL,KARNATAKA,560087,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-05-19,https://basilwoodsinternational.in/,https://connectedtot.com/find-a-cambridge-school/Details/basil-woods-international-school/,2026-08-25
IA692,Apple Global School,"Nr. Sarvottam Hotel, Sarkhej-Sanand Road, Telav, Ahmedabad, Gujarat 382210, India",AHMADABAD,GUJARAT,382210,board,Primary / Lower Secondary,Day school,2022-01-18,http://www.appleglobal.in/,https://connectedtot.com/find-a-cambridge-school/Details/apple-global-school/,2026-08-25
IA695,Bangalore Steiner School,"Sy 451, Lakshminarayanapura Kodiyala-Karenahalli Bidadi Hobli Ramanagara District 562109",RAMANAGARA,KARNATAKA,562109,board,Upper Secondary / Advanced,Day school,2022-05-19,https://www.bangaloresteinerschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/bangalore-steiner-school/,2026-08-25
IA696,Shamrock International School,"SHAMROCK SCHOOL RS NO 271/3, OPP PVP SIDDARTHA ENGINEERING COLLEGE, KANURU, PENAMALURU MANDAL ANDHRA PRADESH,KRISHNA, 520007 (M: ), Vijayawada, Andhra Pradesh, 520007",NTR,ANDHRA PRADESH,520007,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-06-27,https://shamrockinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/shamrock-international-school/,2026-08-25
IA697,"Pallavi International School, Gandipet Campus",,RANGA REDDY,TELANGANA,500075,india_post_directory,,,2022-11-02,,https://connectedtot.com/find-a-cambridge-school/Details/pallavi-international-school-gandipet-campus/,2026-08-25
IA698,The Oberai School of Integrated Studies (The Oasis Junior),"2- A, Racecourse Road,Dehradun,Uttarakhand 248001,India",DEHRADUN,UTTARAKHAND,248001,board,Early Years,,2022-04-20,,https://connectedtot.com/find-a-cambridge-school/Details/the-oberai-school-of-integrated-studies-the-oasis-junior/,2026-08-25
IA699,DPS Nadergul,"Survey No:469/1, Opp. to Noble PG college for women, Nadergul, Rangareddy District, Hyderabad, Telangana - 501510",RANGA REDDY,TELANGANA,501510,board,Early Years / Primary,Day school,2022-11-04,http://www.dpsnadergul.in/,https://connectedtot.com/find-a-cambridge-school/Details/dps-nadergul/,2026-08-25
IA700,Delhi Public School Mahendra Hills,"Plot No 2,3,4,6,7,9,10 & 32/A, Survey No 74/9, Mahendra Hills, East Marredpally, Hyderabad, Telangana 500026",HYDERABAD,TELANGANA,500026,board,Early Years / Primary,Day school,2022-10-27,https://www.dpsmahendrahills.in/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-mahendra-hills/,2026-08-25
IA701,"SV High School, Arumbakkam","1&2 Vinayagapuram 3rd Street (Extension) Arumbakkam, Chennai 600106, Chennai, Tamil Nadu, 600106",CHENNAI,TAMIL NADU,600106,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-07-15,https://svhigh.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/sv-high-school-arumbakkam/,2026-08-25
IA702,21K School,"Door 1, Adarsh Opus, ClayWorks Opus, Unit No. 32, W 76, Campbell Rd, above Lifestyle, Austin Town, Bengaluru, Karnataka 560047",BENGALURU URBAN,KARNATAKA,560047,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-03-01,http://www.21kschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/21k-school/,2026-08-25
IA704,Mondrian High,"1, Keshav Vihar, GMS Road, Dehradun, Dehradun, Uttarakhand, 248001",DEHRADUN,UTTARAKHAND,248001,board,Lower Secondary / Upper Secondary / Advanced,Day school,2022-06-07,http://www.mondrianhigh.com/,https://connectedtot.com/find-a-cambridge-school/Details/mondrian-high/,2026-08-25
IA706,MPS L.K. Waghji International,"Laxmi Narayan Road,Matunga Central Railway, Opposite Flamingo Hall,Matunga (East),Mumbai 400019,Maharashtra,India",MUMBAI,MAHARASHTRA,400019,board,Primary,,,,https://connectedtot.com/find-a-cambridge-school/Details/mps-l-k-waghji-international/,2026-08-25
IA707,Wellsprings Academy,"Sy No 146/1,2,3 Mugalur Village, Sarjapura - Chikka Thirupathi Main Road, Anekal Taluk, Bengaluru, Karnataka- 562125",BENGALURU URBAN,KARNATAKA,562125,board,Early Years / Primary / Lower Secondary,Day school,2023-06-22,https://wellspringsacademy.in/,https://connectedtot.com/find-a-cambridge-school/Details/wellsprings-academy/,2026-08-25
IA709,"Eva World School, Venus",,MUMBAI SUBURBAN,MAHARASHTRA,,,,,2025-03-20,,https://connectedtot.com/find-a-cambridge-school/Details/eva-world-school-venus/,2026-08-25
IA710,Northfield International School,"H.No:8-95/2, BMR Towers, Devarayamjal, Shameerpet, Medchal-Malkajgiri, Hyderabad, Telangana, 500078",MEDCHAL MALKAJGIRI,TELANGANA,500078,board,Primary / Lower Secondary,Day school,2026-01-12,http://northfieldschools.in/,https://connectedtot.com/find-a-cambridge-school/Details/northfield-international-school/,2026-08-25
IA713,Edify World School,"Edify World School,Anantapur, Sy. No. 85,86 and 87, National Highway, Anantapur, Andhra Pradesh, India, Anatapur, Andhra Pradesh, 515731",ANANTAPUR,ANDHRA PRADESH,515731,board,Lower Secondary,Day-cum-boarding,2026-01-26,https://edifyworldschoolanantapur.com/wp-content/uploads/2026/03/Website-Banner-1.jpeg,https://connectedtot.com/find-a-cambridge-school/Details/edify-world-school/,2026-08-25
IA715,Vanguard Academy,"Dr NGP, Vanguard Academy, 270/1C & 286/1A, Kalapatti Main Road, Coimbatore, Tamil Nadu, 641048",COIMBATORE,TAMIL NADU,641048,board,Primary / Lower Secondary,Day school,2026-07-01,https://www.ngpvanguard.com/lovable-uploads/051c4cd6-6742-4e5c-b2dd-7a6cf5add796.png,https://connectedtot.com/find-a-cambridge-school/Details/vanguard-academy/,2026-08-25
IA718,Pramila Memorial Advanced School,"AB 8/23 , DESHBANDHUNAGAR, BAGUIATI, KOLKATA - 700059, Kolkata, West Bengal, 700059",24 PARAGANAS NORTH,WEST BENGAL,700059,board,Primary,Day school,2026-03-10,https://www.pramilamemorial.org/,https://connectedtot.com/find-a-cambridge-school/Details/pramila-memorial-advanced-school/,2026-08-25
IA724,Chaman Bhartiya School,"Bhartiya City, Thanisandra Main Road, Bangalore, Karnataka, 560064",BENGALURU URBAN,KARNATAKA,560064,board,Advanced,Day school,2026-02-25,https://www.chamanbhartiya.com/,https://connectedtot.com/find-a-cambridge-school/Details/chaman-bhartiya-school/,2026-08-25
IA729,Kaintal School Sr.,"Kaintal Global School, near Adwala Pir, Sanaur Road, Patiala, Punjab, 147103",PATIALA,PUNJAB,147103,board,Early Years / Primary / Lower Secondary,Day school,2025-10-29,https://kaintalglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/kaintal-school-sr/,2026-08-25
IA730,Sri Seshaas International public School,"C/o The Seshaas Educational Learning Foundation,Yercaud Foothills, Kondappanaickenpatti, Salem - 636008",SALEM,TAMIL NADU,636008,board,Early Years,Day school,2024-10-23,http://www.seshaasschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/sri-seshaas-international-public-school/,2026-08-25
IA735,Anubhav School,"Anubhav School, Moti Devati, Near Kolat Gaam, Ahmedabad, Ahmedabad, Gujarat, 382110",AHMADABAD,GUJARAT,382110,board,Primary,Day school,2025-12-08,https://www.anubhavschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/anubhav-school/,2026-08-25
IA738,Phoenix Next High School,"El Paso, near Wisdom Hospital and Bal Bhawan, La Campala Colony, Miramar, Panaji, Goa 403001, Panjim, Goa, 403001",NORTH GOA,GOA,403001,board,Primary,Day school,2026-05-12,https://www.phoenixnextschools.com/,https://connectedtot.com/find-a-cambridge-school/Details/phoenix-next-high-school/,2026-08-25
IA745,"Shrewsbury International School, India","Shrewsbury International School India, JSWS Education Park, Mugaliyachap, Bhopal, Madhya Pradesh, 462044",BHOPAL,MADHYA PRADESH,462044,board,Lower Secondary / Upper Secondary / Advanced,Fully residential,2026-01-21,http://www.shrewsburyindia.in/,https://connectedtot.com/find-a-cambridge-school/Details/shrewsbury-international-school-india/,2026-08-25
IA755,Nature World School,"Gut No. 32, Nakshatrawadi, Paithan Road, Aurangabad (Ch. Sambhaji Nagar), Maharastra , India, Aurangabad, Maharashtra, 431005",AURANGABAD,MAHARASHTRA,431005,board,Primary,Day school,2026-03-27,https://www.naturesworldschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/nature-world-school/,2026-08-25
IA780,City Montessori School Rajajipuram,"Sector 1 F- Block, Opposite To Talkatora Thana, Rajajipuram,Lucknow, 226017,Uttar Pradesh,India",LUCKNOW,UTTAR PRADESH,226017,board,Primary / Lower Secondary,Day school,2022-04-26,,https://connectedtot.com/find-a-cambridge-school/Details/city-montessori-school-rajajipuram/,2026-08-25
IA799,Vivek High School,Vivek High School Sector-38B Chandigarh 160036,CHANDIGARH,CHANDIGARH,160036,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-04-13,https://vivekhighschool.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/vivek-high-school/,2026-08-25
IA800,DCM Young Entrepreneurs School,,LUDHIANA,PUNJAB,141012,same_school_other_board,,,2023-03-09,,https://connectedtot.com/find-a-cambridge-school/Details/dcm-young-entrepreneurs-school/,2026-08-25
IA801,Dass And Brown World School,,FIROZEPUR,PUNJAB,,,,,2023-04-03,,https://connectedtot.com/find-a-cambridge-school/Details/dass-and-brown-world-school/,2026-08-25
IA802,K12 Schools,"603, ILD Trade Centre, Sector 47, Sohna Road, Gurugram– 122018, Haryana",GURUGRAM,HARYANA,122018,board,Primary / Lower Secondary,Day school,2022-08-11,https://k12onlineschools.com/,https://connectedtot.com/find-a-cambridge-school/Details/k12-schools/,2026-08-25
